donor,region,roi,other_immune,epithelial,unknown,PP cell,beta cell,macrophage,cd8_t,cd4_t,b_cell,mdsc,fibroblast,alpha cell,endothelial,acinar
HPAP-056,Tail of pancreas,ROI1,1041.0,0.0,0.0,1413.0,144.0,484.0,37.0,11.0,0.0,23.0,0.0,0.0,163.0,0.0
HPAP-056,Tail of pancreas,ROI2,1368.0,0.0,690.0,329.0,82.0,383.0,34.0,9.0,3.0,23.0,0.0,0.0,197.0,0.0
HPAP-056,Tail of pancreas,ROI3,1267.0,0.0,804.0,289.0,171.0,325.0,34.0,8.0,0.0,12.0,0.0,0.0,211.0,0.0
HPAP-059,Body of pancreas,ROI1,498.0,0.0,662.0,0.0,0.0,45.0,2.0,0.0,0.0,63.0,0.0,0.0,104.0,414.0
HPAP-059,Body of pancreas,ROI2,268.0,0.0,472.0,326.0,0.0,39.0,10.0,0.0,0.0,31.0,0.0,0.0,544.0,0.0
HPAP-059,Body of pancreas,ROI3,554.0,0.0,908.0,0.0,0.0,81.0,10.0,0.0,1.0,38.0,0.0,0.0,838.0,0.0
HPAP-059,Head of pancreas,ROI2,272.0,3421.0,0.0,0.0,0.0,361.0,34.0,0.0,2.0,443.0,0.0,0.0,159.0,0.0
HPAP-059,Head of pancreas,ROI3,344.0,823.0,788.0,0.0,0.0,224.0,35.0,0.0,0.0,834.0,47.0,0.0,239.0,0.0
HPAP-059,Head of pancreas,ROI4,601.0,4604.0,0.0,0.0,0.0,472.0,70.0,6.0,0.0,627.0,0.0,0.0,730.0,0.0
HPAP-059,Tail of pancreas,ROI1,124.0,0.0,1063.0,317.0,0.0,91.0,21.0,0.0,0.0,6.0,0.0,0.0,852.0,0.0
HPAP-059,Tail of pancreas,ROI2,346.0,0.0,440.0,384.0,175.0,46.0,20.0,1.0,0.0,11.0,0.0,0.0,609.0,0.0
HPAP-059,Tail of pancreas,ROI3,45.0,0.0,1166.0,239.0,96.0,72.0,17.0,0.0,0.0,3.0,0.0,0.0,1086.0,0.0
HPAP-063,Body of pancreas,ROI1,292.0,1230.0,0.0,0.0,0.0,541.0,22.0,6.0,0.0,134.0,0.0,0.0,319.0,0.0
HPAP-063,Body of pancreas,ROI2,453.0,935.0,298.0,0.0,0.0,409.0,33.0,7.0,0.0,173.0,0.0,0.0,209.0,0.0
HPAP-063,Body of pancreas,ROI3,544.0,326.0,200.0,0.0,0.0,255.0,16.0,4.0,2.0,186.0,0.0,0.0,131.0,0.0
HPAP-063,Head of pancreas,ROI1,745.0,1085.0,309.0,556.0,0.0,283.0,26.0,8.0,1.0,51.0,0.0,0.0,125.0,0.0
HPAP-063,Head of pancreas,ROI2,423.0,700.0,33.0,715.0,0.0,211.0,14.0,19.0,1.0,34.0,0.0,0.0,0.0,0.0
HPAP-063,Head of pancreas,ROI3,1068.0,1174.0,726.0,0.0,0.0,249.0,29.0,5.0,0.0,28.0,0.0,0.0,75.0,0.0
HPAP-063,Tail of pancreas,ROI1,170.0,1729.0,141.0,0.0,0.0,319.0,56.0,6.0,0.0,80.0,0.0,0.0,197.0,0.0
HPAP-063,Tail of pancreas,ROI2,999.0,910.0,0.0,0.0,195.0,246.0,65.0,9.0,1.0,164.0,0.0,0.0,273.0,0.0
HPAP-063,Tail of pancreas,ROI3,1222.0,1755.0,868.0,0.0,130.0,293.0,72.0,12.0,1.0,55.0,0.0,0.0,367.0,0.0
HPAP-066,Head of pancreas,ROI3,2.0,2655.0,293.0,0.0,0.0,4.0,13.0,0.0,1.0,0.0,111.0,0.0,597.0,0.0
HPAP-066,Head of pancreas,ROI4,20.0,3281.0,472.0,0.0,0.0,98.0,33.0,0.0,0.0,1.0,58.0,0.0,824.0,0.0
HPAP-066,Head of pancreas,ROI5,48.0,3336.0,418.0,0.0,0.0,113.0,30.0,0.0,0.0,0.0,168.0,0.0,751.0,0.0
HPAP-066,Tail of pancreas,ROI2,686.0,1904.0,0.0,0.0,691.0,246.0,34.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0
HPAP-066,Tail of pancreas,ROI3,447.0,2059.0,0.0,876.0,386.0,203.0,26.0,1.0,3.0,2.0,0.0,0.0,151.0,0.0
HPAP-066,Tail of pancreas,ROI5,564.0,1976.0,0.0,638.0,459.0,150.0,29.0,0.0,1.0,2.0,115.0,452.0,0.0,0.0
HPAP-067,Body of pancreas,ROI1,434.0,1719.0,487.0,0.0,108.0,187.0,5.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0
HPAP-067,Body of pancreas,ROI2,348.0,2688.0,670.0,0.0,81.0,179.0,21.0,6.0,0.0,17.0,0.0,0.0,232.0,0.0
HPAP-067,Body of pancreas,ROI3,91.0,2896.0,0.0,0.0,126.0,151.0,23.0,3.0,0.0,10.0,549.0,0.0,259.0,0.0
HPAP-067,Head of pancreas,ROI1,38.0,2531.0,0.0,517.0,247.0,188.0,21.0,0.0,0.0,13.0,0.0,0.0,193.0,0.0
HPAP-067,Head of pancreas,ROI2,303.0,2740.0,0.0,0.0,428.0,167.0,22.0,2.0,0.0,18.0,598.0,0.0,0.0,0.0
HPAP-067,Head of pancreas,ROI3,571.0,2867.0,434.0,0.0,240.0,145.0,21.0,6.0,0.0,10.0,0.0,0.0,270.0,0.0
HPAP-067,Tail of pancreas,ROI1,383.0,1539.0,0.0,0.0,134.0,200.0,12.0,1.0,0.0,34.0,0.0,0.0,0.0,0.0
HPAP-067,Tail of pancreas,ROI2,634.0,1668.0,787.0,0.0,0.0,191.0,13.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
HPAP-067,Tail of pancreas,ROI3,612.0,1818.0,719.0,0.0,244.0,222.0,10.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0
HPAP-074,Body of pancreas,ROI1,1028.0,1598.0,0.0,0.0,0.0,373.0,63.0,3.0,14.0,284.0,0.0,0.0,509.0,0.0
HPAP-074,Body of pancreas,ROI2,1161.0,547.0,215.0,0.0,179.0,287.0,34.0,10.0,13.0,68.0,0.0,0.0,121.0,0.0
HPAP-074,Body of pancreas,ROI3,882.0,709.0,526.0,0.0,385.0,249.0,56.0,5.0,75.0,71.0,0.0,0.0,72.0,0.0
HPAP-074,Head of pancreas,ROI3,639.0,1358.0,0.0,0.0,391.0,274.0,28.0,8.0,63.0,159.0,0.0,0.0,0.0,0.0
HPAP-074,Head of pancreas,ROI4,1087.0,393.0,0.0,0.0,0.0,173.0,41.0,3.0,53.0,20.0,9.0,0.0,255.0,0.0
HPAP-074,Head of pancreas,ROI5,633.0,1773.0,535.0,0.0,0.0,171.0,37.0,5.0,28.0,14.0,0.0,0.0,0.0,0.0
HPAP-075,Body of pancreas,ROI1,44.0,2600.0,0.0,1026.0,338.0,95.0,21.0,1.0,0.0,7.0,697.0,0.0,389.0,0.0
HPAP-075,Body of pancreas,ROI3,41.0,3642.0,0.0,0.0,363.0,85.0,25.0,0.0,0.0,8.0,0.0,0.0,751.0,0.0
HPAP-075,Body of pancreas,ROI4,47.0,2554.0,0.0,86.0,235.0,94.0,23.0,0.0,0.0,14.0,0.0,1148.0,687.0,0.0
HPAP-075,Head of pancreas,ROI1,231.0,3531.0,729.0,0.0,260.0,117.0,32.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0
HPAP-075,Head of pancreas,ROI2,13.0,2615.0,910.0,0.0,156.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,1074.0,0.0
HPAP-075,Head of pancreas,ROI3,516.0,2596.0,780.0,707.0,258.0,85.0,26.0,3.0,0.0,58.0,0.0,0.0,0.0,0.0
HPAP-075,Tail of pancreas,ROI1,1443.0,889.0,685.0,0.0,0.0,358.0,43.0,2.0,0.0,582.0,0.0,0.0,361.0,0.0
HPAP-075,Tail of pancreas,ROI2,766.0,2791.0,1405.0,0.0,0.0,625.0,101.0,0.0,0.0,1350.0,0.0,0.0,2292.0,0.0
HPAP-075,Tail of pancreas,ROI6,2325.0,2843.0,0.0,1629.0,721.0,433.0,64.0,6.0,1.0,161.0,0.0,0.0,0.0,0.0
HPAP-080,Head of pancreas,ROI1,451.0,2455.0,0.0,1202.0,248.0,47.0,9.0,0.0,0.0,12.0,0.0,0.0,503.0,0.0
HPAP-080,Head of pancreas,ROI2,294.0,2877.0,623.0,0.0,312.0,53.0,3.0,5.0,0.0,11.0,0.0,479.0,0.0,0.0
HPAP-080,Head of pancreas,ROI3,0.0,2612.0,348.0,889.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0
HPAP-080,Tail of pancreas,ROI1,930.0,5927.0,0.0,0.0,539.0,617.0,13.0,5.0,0.0,17.0,0.0,0.0,1366.0,0.0
HPAP-080,Tail of pancreas,ROI2,257.0,4998.0,0.0,1966.0,893.0,321.0,10.0,7.0,0.0,7.0,0.0,0.0,411.0,0.0
HPAP-080,Tail of pancreas,ROI3,78.0,3158.0,0.0,0.0,377.0,166.0,5.0,1.0,0.0,7.0,0.0,0.0,1124.0,0.0
HPAP-082,Body of pancreas,ROI1,92.0,0.0,1181.0,0.0,345.0,1100.0,12.0,7.0,71.0,781.0,0.0,440.0,0.0,0.0
HPAP-082,Body of pancreas,ROI4,644.0,0.0,1390.0,0.0,101.0,950.0,28.0,5.0,19.0,688.0,0.0,56.0,0.0,335.0
HPAP-082,Head of pancreas,ROI1,90.0,0.0,375.0,1194.0,246.0,559.0,49.0,11.0,22.0,330.0,0.0,1380.0,0.0,0.0
HPAP-082,Head of pancreas,ROI2,109.0,0.0,1095.0,25.0,220.0,566.0,40.0,5.0,183.0,2054.0,0.0,0.0,23.0,0.0
HPAP-082,Head of pancreas,ROI3,186.0,0.0,1327.0,0.0,168.0,569.0,31.0,5.0,18.0,799.0,0.0,0.0,0.0,0.0
HPAP-082,Tail of pancreas,ROI1,417.0,0.0,0.0,1782.0,0.0,486.0,28.0,4.0,67.0,912.0,0.0,348.0,0.0,0.0
HPAP-082,Tail of pancreas,ROI3,867.0,0.0,402.0,584.0,0.0,364.0,33.0,8.0,45.0,1236.0,0.0,0.0,680.0,0.0
HPAP-082,Tail of pancreas,ROI5,1895.0,0.0,391.0,0.0,241.0,217.0,26.0,3.0,9.0,732.0,0.0,0.0,0.0,412.0
HPAP-093,Body of pancreas,ROI2,1858.0,926.0,472.0,0.0,262.0,195.0,19.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0
HPAP-093,Body of pancreas,ROI3,1554.0,997.0,479.0,0.0,219.0,110.0,35.0,2.0,3.0,39.0,0.0,0.0,0.0,0.0
HPAP-093,Body of pancreas,ROI6,2402.0,162.0,1067.0,0.0,337.0,212.0,35.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0
HPAP-093,Head of pancreas,ROI1,1787.0,614.0,173.0,0.0,295.0,263.0,44.0,10.0,0.0,32.0,0.0,0.0,0.0,0.0
HPAP-093,Head of pancreas,ROI3,974.0,835.0,0.0,0.0,367.0,364.0,51.0,25.0,0.0,9.0,0.0,0.0,0.0,0.0
HPAP-093,Head of pancreas,ROI5,1585.0,1121.0,909.0,0.0,257.0,172.0,45.0,3.0,0.0,27.0,0.0,0.0,0.0,0.0
HPAP-093,Tail of pancreas,ROI1,636.0,914.0,866.0,0.0,128.0,268.0,39.0,4.0,5.0,94.0,0.0,0.0,0.0,0.0
HPAP-093,Tail of pancreas,ROI2,1301.0,1855.0,0.0,0.0,836.0,329.0,35.0,9.0,0.0,41.0,0.0,0.0,0.0,0.0
HPAP-093,Tail of pancreas,ROI3,1576.0,1085.0,1143.0,0.0,232.0,247.0,44.0,15.0,0.0,8.0,0.0,0.0,0.0,0.0
HPAP-095,Body of pancreas,ROI1,1408.0,20.0,1124.0,0.0,0.0,188.0,35.0,6.0,360.0,11.0,0.0,0.0,0.0,0.0
HPAP-095,Body of pancreas,ROI3,1402.0,1065.0,1274.0,0.0,215.0,307.0,16.0,11.0,18.0,0.0,0.0,0.0,85.0,0.0
HPAP-095,Body of pancreas,ROI4,324.0,2559.0,994.0,0.0,173.0,194.0,17.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0
HPAP-095,Head of pancreas,ROI1,457.0,1842.0,0.0,0.0,401.0,295.0,20.0,0.0,16.0,888.0,0.0,0.0,0.0,0.0
HPAP-095,Head of pancreas,ROI2,512.0,1217.0,824.0,0.0,150.0,544.0,17.0,8.0,16.0,1021.0,0.0,0.0,0.0,0.0
HPAP-095,Head of pancreas,ROI3,180.0,1809.0,888.0,0.0,271.0,269.0,25.0,3.0,10.0,752.0,0.0,0.0,0.0,0.0
HPAP-095,Tail of pancreas,ROI1,1327.0,2077.0,0.0,0.0,0.0,255.0,23.0,6.0,20.0,153.0,0.0,0.0,120.0,0.0
HPAP-095,Tail of pancreas,ROI2,1239.0,695.0,1267.0,0.0,241.0,339.0,21.0,7.0,30.0,66.0,0.0,0.0,0.0,0.0
HPAP-095,Tail of pancreas,ROI5,1237.0,724.0,1149.0,0.0,634.0,263.0,22.0,1.0,37.0,7.0,0.0,0.0,0.0,0.0
HPAP-099,Body of pancreas,ROI1,1762.0,689.0,820.0,0.0,219.0,489.0,22.0,16.0,16.0,24.0,0.0,0.0,0.0,0.0
HPAP-099,Body of pancreas,ROI2,1456.0,1891.0,988.0,0.0,198.0,822.0,32.0,48.0,15.0,11.0,0.0,0.0,0.0,0.0
HPAP-099,Body of pancreas,ROI3,1357.0,815.0,1041.0,0.0,174.0,397.0,40.0,20.0,25.0,4.0,0.0,0.0,207.0,0.0
HPAP-099,Head of pancreas,ROI1,1827.0,765.0,0.0,846.0,240.0,251.0,41.0,20.0,41.0,30.0,0.0,0.0,261.0,0.0
HPAP-099,Head of pancreas,ROI3,2040.0,349.0,780.0,0.0,167.0,161.0,15.0,9.0,18.0,42.0,0.0,0.0,0.0,0.0
HPAP-099,Head of pancreas,ROI4,1718.0,443.0,781.0,0.0,141.0,116.0,12.0,10.0,15.0,14.0,0.0,0.0,0.0,0.0
HPAP-099,Tail of pancreas,ROI1,1289.0,911.0,634.0,0.0,352.0,210.0,30.0,7.0,14.0,20.0,0.0,0.0,0.0,0.0
HPAP-099,Tail of pancreas,ROI2,1766.0,467.0,486.0,0.0,412.0,202.0,20.0,9.0,14.0,8.0,0.0,0.0,0.0,0.0
HPAP-099,Tail of pancreas,ROI3,1309.0,1544.0,0.0,677.0,99.0,421.0,30.0,21.0,14.0,2.0,0.0,0.0,0.0,0.0
HPAP-105,Body of pancreas,ROI1,190.0,1706.0,676.0,0.0,123.0,133.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
HPAP-105,Body of pancreas,ROI4,101.0,1919.0,1406.0,0.0,98.0,81.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HPAP-105,Body of pancreas,ROI5,137.0,2250.0,823.0,0.0,204.0,168.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
HPAP-105,Head of pancreas,ROI1,919.0,418.0,632.0,0.0,452.0,579.0,6.0,1.0,1.0,42.0,0.0,0.0,0.0,0.0
HPAP-105,Head of pancreas,ROI2,711.0,584.0,423.0,0.0,430.0,599.0,8.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0
HPAP-105,Head of pancreas,ROI3,669.0,799.0,575.0,0.0,130.0,370.0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
HPAP-105,Tail of pancreas,ROI2,1663.0,0.0,675.0,0.0,569.0,454.0,21.0,1.0,0.0,22.0,0.0,0.0,355.0,0.0
HPAP-105,Tail of pancreas,ROI3,1596.0,403.0,0.0,0.0,610.0,479.0,23.0,3.0,6.0,107.0,0.0,0.0,443.0,0.0
HPAP-105,Tail of pancreas,ROI4,1588.0,143.0,0.0,0.0,1247.0,379.0,18.0,3.0,0.0,13.0,0.0,0.0,0.0,0.0
HPAP-118,Body of pancreas,ROI1,1964.0,319.0,1107.0,0.0,0.0,113.0,34.0,0.0,9.0,0.0,0.0,0.0,231.0,0.0
HPAP-118,Body of pancreas,ROI2,189.0,2483.0,365.0,0.0,145.0,82.0,32.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
HPAP-118,Body of pancreas,ROI3,42.0,1978.0,61.0,0.0,137.0,52.0,18.0,2.0,0.0,0.0,0.0,0.0,520.0,0.0
HPAP-118,Head of pancreas,ROI1,1301.0,811.0,430.0,0.0,0.0,113.0,34.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0
HPAP-118,Head of pancreas,ROI2,504.0,771.0,467.0,0.0,0.0,49.0,13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
HPAP-118,Head of pancreas,ROI4,1305.0,912.0,329.0,0.0,0.0,67.0,25.0,8.0,3.0,0.0,0.0,0.0,95.0,0.0
HPAP-118,Tail of pancreas,ROI1,1094.0,436.0,486.0,0.0,160.0,116.0,34.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
HPAP-118,Tail of pancreas,ROI2,1015.0,793.0,394.0,0.0,205.0,66.0,31.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
HPAP-118,Tail of pancreas,ROI3,1780.0,720.0,282.0,0.0,172.0,148.0,53.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0
HPAP-136,Body of pancreas,ROI1,2301.0,1002.0,1197.0,0.0,0.0,195.0,30.0,28.0,5.0,0.0,0.0,0.0,0.0,0.0
HPAP-136,Body of pancreas,ROI2,3017.0,526.0,1372.0,0.0,221.0,204.0,31.0,6.0,0.0,0.0,0.0,0.0,202.0,0.0
HPAP-139,Tail of pancreas,ROI1,1747.0,1617.0,0.0,0.0,602.0,254.0,14.0,25.0,0.0,2.0,0.0,0.0,520.0,0.0
HPAP-139,Tail of pancreas,ROI2,1972.0,1872.0,0.0,0.0,502.0,241.0,19.0,21.0,0.0,5.0,0.0,0.0,0.0,0.0
HPAP-139,Tail of pancreas,ROI3,2388.0,360.0,918.0,0.0,243.0,299.0,20.0,35.0,1.0,7.0,0.0,0.0,0.0,0.0
HPAP-146,Body of pancreas,ROI1,879.0,2329.0,608.0,0.0,183.0,272.0,45.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
HPAP-146,Body of pancreas,ROI2,210.0,3773.0,0.0,0.0,170.0,154.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HPAP-146,Body of pancreas,ROI4,793.0,2836.0,523.0,0.0,0.0,157.0,43.0,2.0,0.0,0.0,0.0,0.0,200.0,0.0
HPAP-146,Head of pancreas,ROI3,1322.0,1826.0,1015.0,0.0,0.0,264.0,41.0,8.0,0.0,0.0,0.0,0.0,109.0,0.0
HPAP-146,Head of pancreas,ROI4,1086.0,2221.0,1041.0,0.0,0.0,195.0,38.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
HPAP-146,Head of pancreas,ROI5,2311.0,1497.0,713.0,0.0,347.0,251.0,30.0,8.0,0.0,1.0,0.0,0.0,274.0,0.0
HPAP-146,Tail of pancreas,ROI1,678.0,857.0,778.0,756.0,0.0,577.0,39.0,70.0,1.0,2.0,0.0,0.0,350.0,0.0
HPAP-146,Tail of pancreas,ROI2,2568.0,2220.0,1071.0,0.0,0.0,1025.0,110.0,312.0,9.0,13.0,0.0,0.0,508.0,0.0
HPAP-146,Tail of pancreas,ROI3,1308.0,1724.0,469.0,0.0,0.0,404.0,59.0,45.0,2.0,2.0,0.0,0.0,349.0,0.0
